Flokkun,N,skipting,ath
Harpacticoida,1,1,
Foraminifera,13,1,"Margt < 0,5 mm"
Ostracoda,5,1,
Maldanidae,1,¼,bútur
Bivalvia,25,¼,
Ostracoda,6,¼,
Oligochaeta,1,¼,
Nemertea,1,¼,
Microphthalmus aberrans,1,¼,
Levinsenia gracilis,1,¼,óviss
Polychaeta,1,¼,
