"final_taxon_name","Artal","stod","Flokkun","N","exact_taxon_name","matched_taxon_name","Major Group","Family code","Species code","Food Source","Motility","Habit","Om/Ca/He","Food size/type","FeedMode","Feeding guild","Cleaned Taxon name"
"Malacoceros fuliginosus","2014","A7","Malacoceros fuliginosus",33,"Malacoceros fuliginosus","Malacoceros fuliginosus","POSE","0310","0870","SR","D","T","Om","sed/pom/mic/dia/phy","De/Su","SR-De","Malacoceros fuliginosus"
"Malacoceros fuliginosus","2014","E4","Malacoceros fuliginosus",117,"Malacoceros fuliginosus","Malacoceros fuliginosus","POSE","0310","0870","SR","D","T","Om","sed/pom/mic/dia/phy","De/Su","SR-De","Malacoceros fuliginosus"
"Malacoceros fuliginosus","2014","B5","Malacoceros fuliginosus",484,"Malacoceros fuliginosus","Malacoceros fuliginosus","POSE","0310","0870","SR","D","T","Om","sed/pom/mic/dia/phy","De/Su","SR-De","Malacoceros fuliginosus"
"Maldane sarsi","1999","E3","Maldane sarsi",44,"Maldane sarsi","Maldane sarsi","POSE","0266","0920","SS","D","T","Om","sed/pom/mic","De","SS-De","Maldane sarsi"
"Margarites helicinus","2017","E3","Margarites groenlandicus",33,NA,"Margarites helicinus","MOGA","0626","0341","SR","M","F","He","alg","Gr","SR-He-mac","Margarites helicinus"
"Monticellina serratiseta","1999","E3","Schistomeringos nigridentata",178,NA,"Monticellina serratiseta","POSE","0252","0995","SR","D","F","Om","sed/pom/mic/dia","De","SR-De","Monticellina serratiseta"
"Monticellina serratiseta","1999","A7","Schistomeringos nigridentata",89,NA,"Monticellina serratiseta","POSE","0252","0995","SR","D","F","Om","sed/pom/mic/dia","De","SR-De","Monticellina serratiseta"
"Monticellina serratiseta","1999","B5","Schistomeringos nigridentata",711,NA,"Monticellina serratiseta","POSE","0252","0995","SR","D","F","Om","sed/pom/mic/dia","De","SR-De","Monticellina serratiseta"
"Mya arenaria","2017","B8","Mya arenaria",166,"Mya arenaria","Mya arenaria","MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","2014","E4","Mya arenaria",25,"Mya arenaria","Mya arenaria","MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","2017","E3","Mya arenaria",67,"Mya arenaria","Mya arenaria","MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","2015","C4","Mya arenaria",133,"Mya arenaria","Mya arenaria","MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","2016","B8","Mya arenaria",667,"Mya arenaria","Mya arenaria","MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","2017","E4","Mya arenaria",475,"Mya arenaria","Mya arenaria","MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","2015","E4","Mya arenaria",100,"Mya arenaria","Mya arenaria","MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","2016","B5","Mya arenaria",33,"Mya arenaria","Mya arenaria","MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","2016","A7","Mya arenaria",291,"Mya arenaria","Mya arenaria","MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","2015","B8","Mya arenaria",133,"Mya arenaria","Mya arenaria","MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","2014","E3","Mya arenaria",408,"Mya arenaria","Mya arenaria","MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","2017","C4","Mya arenaria",33,"Mya arenaria","Mya arenaria","MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","2015","E3","Mya arenaria",133,"Mya arenaria","Mya arenaria","MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","2015","A7","Mya arenaria",133,"Mya arenaria","Mya arenaria","MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya arenaria","2015","B5","Mya arenaria",66,"Mya arenaria","Mya arenaria","MOBI","0402","0635","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya arenaria"
"Mya truncata","2014","B8","Mya truncata",33,"Mya truncata","Mya truncata","MOBI","0402","0640","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Mya truncata"
"Myriochele olgae","1999","C4","Myriochele oculata",89,NA,"Myriochele olgae","POSE","0274","1000","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Myriochele olgae"
"Myriochele olgae","1999","B5","Myriochele oculata",178,NA,"Myriochele olgae","POSE","0274","1000","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Myriochele olgae"
"Mytilus eduliscomplex","1999","E3","Mytilus edulis",356,NA,"Mytilus eduliscomplex","MOBI","0404","0663","EP","D","A","Om","pom/phy/zoo","Su","EP-Su","Mytilus eduliscomplex"
"Mytilus eduliscomplex","1999","B5","Mytilus edulis",889,NA,"Mytilus eduliscomplex","MOBI","0404","0663","EP","D","A","Om","pom/phy/zoo","Su","EP-Su","Mytilus eduliscomplex"
"Mytilus eduliscomplex","2015","E3","Mytilus edulis",33,NA,"Mytilus eduliscomplex","MOBI","0404","0663","EP","D","A","Om","pom/phy/zoo","Su","EP-Su","Mytilus eduliscomplex"
"Mytilus eduliscomplex","2015","B5","Mytilus edulis",233,NA,"Mytilus eduliscomplex","MOBI","0404","0663","EP","D","A","Om","pom/phy/zoo","Su","EP-Su","Mytilus eduliscomplex"
"Mytilus eduliscomplex","1999","C4","Mytilus edulis",1244,NA,"Mytilus eduliscomplex","MOBI","0404","0663","EP","D","A","Om","pom/phy/zoo","Su","EP-Su","Mytilus eduliscomplex"
"Mytilus eduliscomplex","2015","C4","Mytilus edulis",133,NA,"Mytilus eduliscomplex","MOBI","0404","0663","EP","D","A","Om","pom/phy/zoo","Su","EP-Su","Mytilus eduliscomplex"
"Mytilus eduliscomplex","1999","B8","Mytilus edulis",133,NA,"Mytilus eduliscomplex","MOBI","0404","0663","EP","D","A","Om","pom/phy/zoo","Su","EP-Su","Mytilus eduliscomplex"
"Naineris uncinata","2014","E3","Naineris quadricuspida",100,NA,"Naineris uncinata","POSE","0272","1009","SS","M","F","Om","sed/pom/mic","De","SS-De","Naineris uncinata"
"Naineris uncinata","2014","E4","Naineris quadricuspida",25,NA,"Naineris uncinata","POSE","0272","1009","SS","M","F","Om","sed/pom/mic","De","SS-De","Naineris uncinata"
"Nereis pelagica","2014","E3","Nereis pelagica",33,"Nereis pelagica","Nereis pelagica","POER","0204","0750","SR","D","T","Om","pom/mic/dia","Dt/Pr","SR-Om-mic","Nereis pelagica"
"Nereis procera","2016","E3","Cistenides hyperborea",33,NA,"Nereis procera","POER","0204","0760","SR","D","T","Om","pom/mic/dia","Dt/Pr","SR-Om-mic","Nereis procera"
"Nicolea zostericola","2017","E3","Nicolea zostericola",33,"Nicolea zostericola","Nicolea zostericola","POSE","0314","1064","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Nicolea zostericola"
"Notomastus latericeus","2017","B5","Notomastus latericeus",33,"Notomastus latericeus","Notomastus latericeus","POSE","0248","1080","SS","D","F","Om","sed/pom/mic","De","SS-De","Notomastus latericeus"
"Nuculana minuta","2016","C4","Nuculana minuta",100,"Nuculana minuta","Nuculana minuta","MOBI","0412","0710","SR","D","F","Om","sed/pom/mic","De","SR-De","Nuculana minuta"
"Nuculana minuta","2016","E3","Nuculana minuta",66,"Nuculana minuta","Nuculana minuta","MOBI","0412","0710","SR","D","F","Om","sed/pom/mic","De","SR-De","Nuculana minuta"
"Nuculana minuta","2016","B8","Nuculana minuta",33,"Nuculana minuta","Nuculana minuta","MOBI","0412","0710","SR","D","F","Om","sed/pom/mic","De","SR-De","Nuculana minuta"
"Nuculana pernula","2016","C4","Nuculana pernula",66,"Nuculana pernula","Nuculana pernula","MOBI","0412","0709","SR","D","F","Om","sed/pom/mic","De","SR-De","Nuculana pernula"
"Nuculana pernula","2016","B5","Nuculana pernula",100,"Nuculana pernula","Nuculana pernula","MOBI","0412","0709","SR","D","F","Om","sed/pom/mic","De","SR-De","Nuculana pernula"
"Nuculana pernula","2016","B8","Nuculana pernula",333,"Nuculana pernula","Nuculana pernula","MOBI","0412","0709","SR","D","F","Om","sed/pom/mic","De","SR-De","Nuculana pernula"
"Nutricola tantilla","2014","E3","Tunicata",57,NA,"Nutricola tantilla","MOBI","0472","0745","EP","D","F","Om","pom/phy","Su","EP-Su","Nutricola tantilla"
"Nutricola tantilla","2015","E3","Tunicata",133,NA,"Nutricola tantilla","MOBI","0472","0745","EP","D","F","Om","pom/phy","Su","EP-Su","Nutricola tantilla"
"Ophelina acuminata","2016","A7","Ophelina acuminata",1218,"Ophelina acuminata","Ophelina acuminata","POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","2017","E3","Ophelina acuminata",33,"Ophelina acuminata","Ophelina acuminata","POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","2015","C4","Ophelina acuminata",1025,"Ophelina acuminata","Ophelina acuminata","POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","1999","B8","Ophelina acuminata",267,"Ophelina acuminata","Ophelina acuminata","POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","2017","C4","Ophelina acuminata",1600,"Ophelina acuminata","Ophelina acuminata","POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","2016","E4","Ophelina acuminata",1700,"Ophelina acuminata","Ophelina acuminata","POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","2015","A7","Ophelina acuminata",67,"Ophelina acuminata","Ophelina acuminata","POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","2015","B5","Ophelina acuminata",982,"Ophelina acuminata","Ophelina acuminata","POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","1999","C4","Ophelina acuminata",756,"Ophelina acuminata","Ophelina acuminata","POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","2014","E3","Ophelina acuminata",8,"Ophelina acuminata","Ophelina acuminata","POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","2016","B8","Ophelina acuminata",891,"Ophelina acuminata","Ophelina acuminata","POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","2015","E3","Ophelina acuminata",899,"Ophelina acuminata","Ophelina acuminata","POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","2015","E4","Ophelina acuminata",417,"Ophelina acuminata","Ophelina acuminata","POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","2016","E3","Ophelina acuminata",1457,"Ophelina acuminata","Ophelina acuminata","POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","2016","C4","Ophelina acuminata",3474,"Ophelina acuminata","Ophelina acuminata","POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","2017","E4","Ophelina acuminata",733,"Ophelina acuminata","Ophelina acuminata","POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","2017","A7","Ophelina acuminata",108,"Ophelina acuminata","Ophelina acuminata","POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","2017","B5","Ophelina acuminata",408,"Ophelina acuminata","Ophelina acuminata","POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","2016","B5","Ophelina acuminata",2408,"Ophelina acuminata","Ophelina acuminata","POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","1999","A7","Ophelina acuminata",89,"Ophelina acuminata","Ophelina acuminata","POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","2014","C4","Ophelina acuminata",8,"Ophelina acuminata","Ophelina acuminata","POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","2017","B8","Ophelina acuminata",276,"Ophelina acuminata","Ophelina acuminata","POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Ophelina acuminata","2015","B8","Ophelina acuminata",142,"Ophelina acuminata","Ophelina acuminata","POSE","0270","1140","SS","M","F","Om","sed/pom/mic","De","SS-De","Ophelina acuminata"
"Parougia caeca","2015","E4","Parougia nigridentata",33,NA,"Parougia caeca","POER","0172","0875","SS","M","F","Om","pom/mic","Dt","SS-Om-mic","Parougia caeca"
"Parvilucina tenuisculpta","2017","E4","Parvicardium pinnulatum",133,NA,"Parvilucina tenuisculpta","MOBI","0392","0800","SR","D","F","Om","sed/pom/mic","De/Ch","SR-Ch-Om","Parvilucina tenuisculpta"
"Pectinaria granulata","1999","B8","Pectinaria granulata",89,"Pectinaria granulata","Pectinaria granulata","POSE","0280","1250","SS","D","T","Om","sed/pom/mic","De","SS-De","Pectinaria granulata"
"Pectinaria granulata","2014","E3","Pectinaria granulata",8,"Pectinaria granulata","Pectinaria granulata","POSE","0280","1250","SS","D","T","Om","sed/pom/mic","De","SS-De","Pectinaria granulata"
"Pectinaria granulata","1999","C4","Pectinaria granulata",356,"Pectinaria granulata","Pectinaria granulata","POSE","0280","1250","SS","D","T","Om","sed/pom/mic","De","SS-De","Pectinaria granulata"
"Pectinaria granulata","2017","E3","Pectinaria granulata",41,"Pectinaria granulata","Pectinaria granulata","POSE","0280","1250","SS","D","T","Om","sed/pom/mic","De","SS-De","Pectinaria granulata"
"Pectinaria granulata","1999","A7","Pectinaria granulata",44,"Pectinaria granulata","Pectinaria granulata","POSE","0280","1250","SS","D","T","Om","sed/pom/mic","De","SS-De","Pectinaria granulata"
"Pectinaria granulata","1999","B5","Pectinaria granulata",533,"Pectinaria granulata","Pectinaria granulata","POSE","0280","1250","SS","D","T","Om","sed/pom/mic","De","SS-De","Pectinaria granulata"
"Pectinaria granulata","2015","E3","Pectinaria granulata",34,"Pectinaria granulata","Pectinaria granulata","POSE","0280","1250","SS","D","T","Om","sed/pom/mic","De","SS-De","Pectinaria granulata"
"Pectinaria granulata","1999","E4","Pectinaria granulata",44,"Pectinaria granulata","Pectinaria granulata","POSE","0280","1250","SS","D","T","Om","sed/pom/mic","De","SS-De","Pectinaria granulata"
"Pectinaria moorei","2016","B8","Pectinaria koreni",41,NA,"Pectinaria moorei","POSE","0280","1260","SS","D","T","Om","sed/pom/mic","De","SS-De","Pectinaria moorei"
"Pectinaria moorei","2017","B5","Pectinaria koreni",66,NA,"Pectinaria moorei","POSE","0280","1260","SS","D","T","Om","sed/pom/mic","De","SS-De","Pectinaria moorei"
"Pectinaria moorei","2015","A7","Pectinaria koreni",33,NA,"Pectinaria moorei","POSE","0280","1260","SS","D","T","Om","sed/pom/mic","De","SS-De","Pectinaria moorei"
"Pectinaria moorei","2014","C4","Pectinaria koreni",33,NA,"Pectinaria moorei","POSE","0280","1260","SS","D","T","Om","sed/pom/mic","De","SS-De","Pectinaria moorei"
"Pectinaria moorei","2015","B8","Pectinaria koreni",17,NA,"Pectinaria moorei","POSE","0280","1260","SS","D","T","Om","sed/pom/mic","De","SS-De","Pectinaria moorei"
"Pectinaria moorei","2015","B5","Pectinaria koreni",16,NA,"Pectinaria moorei","POSE","0280","1260","SS","D","T","Om","sed/pom/mic","De","SS-De","Pectinaria moorei"
"Pectinaria moorei","2015","C4","Pectinaria koreni",33,NA,"Pectinaria moorei","POSE","0280","1260","SS","D","T","Om","sed/pom/mic","De","SS-De","Pectinaria moorei"
"Pectinaria moorei","2017","C4","Pectinaria koreni",82,NA,"Pectinaria moorei","POSE","0280","1260","SS","D","T","Om","sed/pom/mic","De","SS-De","Pectinaria moorei"
"Pectinaria moorei","2015","E3","Pectinaria koreni",33,NA,"Pectinaria moorei","POSE","0280","1260","SS","D","T","Om","sed/pom/mic","De","SS-De","Pectinaria moorei"
"Pectinaria moorei","2014","E3","Pectinaria koreni",67,NA,"Pectinaria moorei","POSE","0280","1260","SS","D","T","Om","sed/pom/mic","De","SS-De","Pectinaria moorei"
"Peramphithoe plea","2017","E3","Dexamine thea",33,NA,"Peramphithoe plea","CRAM","0766","1278","SR","M","B","He","alg","Br","SR-He-mac","Peramphithoe plea"
"Pherusa plumosa","2017","E3","Pherusa plumosa",33,"Pherusa plumosa","Pherusa plumosa","POSE","0260","1330","SR","D","F","Om","sed/pom/mic/dia","De","SR-De","Pherusa plumosa"
"Philomedes dentata","1999","C4","Philomedes globosus",89,NA,"Philomedes dentata","CROS","0682","0070","SR","M","F","Om","pom","Dt","SR-Dt","Philomedes dentata"
"Philomedes dentata","1999","E3","Philomedes globosus",133,NA,"Philomedes dentata","CROS","0682","0070","SR","M","F","Om","pom","Dt","SR-Dt","Philomedes dentata"
"Pholoe minuta","2017","E4","Pholoe minuta",33,"Pholoe minuta","Pholoe minuta","POER","0212","0890","SS","M","F","Ca","mac","Pr","SS-Pr-mac","Pholoe minuta"
"Pholoe minuta","2015","C4","Pholoe minuta",33,"Pholoe minuta","Pholoe minuta","POER","0212","0890","SS","M","F","Ca","mac","Pr","SS-Pr-mac","Pholoe minuta"
"Pholoe minuta","1999","E4","Pholoe minuta",44,"Pholoe minuta","Pholoe minuta","POER","0212","0890","SS","M","F","Ca","mac","Pr","SS-Pr-mac","Pholoe minuta"
"Pholoe minuta","2016","B8","Pholoe minuta",67,"Pholoe minuta","Pholoe minuta","POER","0212","0890","SS","M","F","Ca","mac","Pr","SS-Pr-mac","Pholoe minuta"
"Pholoe minuta","2015","E4","Pholoe minuta",67,"Pholoe minuta","Pholoe minuta","POER","0212","0890","SS","M","F","Ca","mac","Pr","SS-Pr-mac","Pholoe minuta"
"Pholoe minuta","1999","B5","Pholoe minuta",178,"Pholoe minuta","Pholoe minuta","POER","0212","0890","SS","M","F","Ca","mac","Pr","SS-Pr-mac","Pholoe minuta"
"Pholoe minuta","1999","C4","Pholoe minuta",44,"Pholoe minuta","Pholoe minuta","POER","0212","0890","SS","M","F","Ca","mac","Pr","SS-Pr-mac","Pholoe minuta"
"Phyllodoce maculata","2014","C4","Phyllodoce maculata",66,"Phyllodoce maculata","Phyllodoce maculata","POER","0214","0956","SS","M","F","Ca","mac","Pr/Sc","SS-Sc-mac","Phyllodoce maculata"
"Phyllodoce maculata","2015","E3","Phyllodoce maculata",134,"Phyllodoce maculata","Phyllodoce maculata","POER","0214","0956","SS","M","F","Ca","mac","Pr/Sc","SS-Sc-mac","Phyllodoce maculata"
"Phyllodoce maculata","2014","E4","Phyllodoce maculata",33,"Phyllodoce maculata","Phyllodoce maculata","POER","0214","0956","SS","M","F","Ca","mac","Pr/Sc","SS-Sc-mac","Phyllodoce maculata"
"Phyllodoce maculata","2016","E3","Phyllodoce maculata",67,"Phyllodoce maculata","Phyllodoce maculata","POER","0214","0956","SS","M","F","Ca","mac","Pr/Sc","SS-Sc-mac","Phyllodoce maculata"
"Phyllodoce maculata","2014","B5","Phyllodoce maculata",33,"Phyllodoce maculata","Phyllodoce maculata","POER","0214","0956","SS","M","F","Ca","mac","Pr/Sc","SS-Sc-mac","Phyllodoce maculata"
"Phyllodoce maculata","2017","E4","Phyllodoce maculata",416,"Phyllodoce maculata","Phyllodoce maculata","POER","0214","0956","SS","M","F","Ca","mac","Pr/Sc","SS-Sc-mac","Phyllodoce maculata"
"Phyllodoce maculata","2016","E4","Phyllodoce maculata",100,"Phyllodoce maculata","Phyllodoce maculata","POER","0214","0956","SS","M","F","Ca","mac","Pr/Sc","SS-Sc-mac","Phyllodoce maculata"
"Phyllodoce maculata","1999","E3","Phyllodoce maculata",89,"Phyllodoce maculata","Phyllodoce maculata","POER","0214","0956","SS","M","F","Ca","mac","Pr/Sc","SS-Sc-mac","Phyllodoce maculata"
"Phyllodoce maculata","2014","E3","Phyllodoce maculata",108,"Phyllodoce maculata","Phyllodoce maculata","POER","0214","0956","SS","M","F","Ca","mac","Pr/Sc","SS-Sc-mac","Phyllodoce maculata"
"Pilargis maculata","2016","C4","Abra prismatica",33,NA,"Pilargis maculata","POER","0216","0975","SR","M","F","Ca","mac/mei","Pr","SR-Pr-mei","Pilargis maculata"
"Pista cristata","1999","B8","Sternaspis scutata",133,NA,"Pista cristata","POSE","0314","1387","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Pista cristata"
"Pista cristata","1999","E4","Sternaspis scutata",178,NA,"Pista cristata","POSE","0314","1387","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Pista cristata"
"Pista cristata","1999","B5","Sternaspis scutata",444,NA,"Pista cristata","POSE","0314","1387","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Pista cristata"
"Pista cristata","1999","A7","Sternaspis scutata",44,NA,"Pista cristata","POSE","0314","1387","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Pista cristata"
"Pista cristata","1999","E3","Sternaspis scutata",1156,NA,"Pista cristata","POSE","0314","1387","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Pista cristata"
"Praxillella praetermissa","2016","B8","Praxillella praetermissa",108,"Praxillella praetermissa","Praxillella praetermissa","POSE","0266","1560","SS","D","T","Om","sed/pom/mic","De","SS-De","Praxillella praetermissa"
"Praxillella praetermissa","1999","B8","Praxillella praetermissa",133,"Praxillella praetermissa","Praxillella praetermissa","POSE","0266","1560","SS","D","T","Om","sed/pom/mic","De","SS-De","Praxillella praetermissa"
"Praxillella praetermissa","2015","B5","Praxillella praetermissa",8,"Praxillella praetermissa","Praxillella praetermissa","POSE","0266","1560","SS","D","T","Om","sed/pom/mic","De","SS-De","Praxillella praetermissa"
"Praxillella praetermissa","2017","B8","Praxillella praetermissa",225,"Praxillella praetermissa","Praxillella praetermissa","POSE","0266","1560","SS","D","T","Om","sed/pom/mic","De","SS-De","Praxillella praetermissa"
"Praxillella praetermissa","2017","B5","Praxillella praetermissa",283,"Praxillella praetermissa","Praxillella praetermissa","POSE","0266","1560","SS","D","T","Om","sed/pom/mic","De","SS-De","Praxillella praetermissa"
"Praxillella praetermissa","2015","E4","Praxillella praetermissa",42,"Praxillella praetermissa","Praxillella praetermissa","POSE","0266","1560","SS","D","T","Om","sed/pom/mic","De","SS-De","Praxillella praetermissa"
"Praxillella praetermissa","2016","E4","Praxillella praetermissa",8,"Praxillella praetermissa","Praxillella praetermissa","POSE","0266","1560","SS","D","T","Om","sed/pom/mic","De","SS-De","Praxillella praetermissa"
"Praxillella praetermissa","1999","B5","Praxillella praetermissa",178,"Praxillella praetermissa","Praxillella praetermissa","POSE","0266","1560","SS","D","T","Om","sed/pom/mic","De","SS-De","Praxillella praetermissa"
"Praxillella praetermissa","2017","A7","Praxillella praetermissa",259,"Praxillella praetermissa","Praxillella praetermissa","POSE","0266","1560","SS","D","T","Om","sed/pom/mic","De","SS-De","Praxillella praetermissa"
"Praxillella praetermissa","2016","E3","Praxillella praetermissa",133,"Praxillella praetermissa","Praxillella praetermissa","POSE","0266","1560","SS","D","T","Om","sed/pom/mic","De","SS-De","Praxillella praetermissa"
"Praxillella praetermissa","2014","E3","Praxillella praetermissa",58,"Praxillella praetermissa","Praxillella praetermissa","POSE","0266","1560","SS","D","T","Om","sed/pom/mic","De","SS-De","Praxillella praetermissa"
"Praxillella praetermissa","2017","E3","Praxillella praetermissa",367,"Praxillella praetermissa","Praxillella praetermissa","POSE","0266","1560","SS","D","T","Om","sed/pom/mic","De","SS-De","Praxillella praetermissa"
"Praxillella praetermissa","2013","E3","Praxillella praetermissa",50,"Praxillella praetermissa","Praxillella praetermissa","POSE","0266","1560","SS","D","T","Om","sed/pom/mic","De","SS-De","Praxillella praetermissa"
"Praxillella praetermissa","1999","A7","Praxillella praetermissa",89,"Praxillella praetermissa","Praxillella praetermissa","POSE","0266","1560","SS","D","T","Om","sed/pom/mic","De","SS-De","Praxillella praetermissa"
"Praxillella praetermissa","1999","E4","Praxillella praetermissa",222,"Praxillella praetermissa","Praxillella praetermissa","POSE","0266","1560","SS","D","T","Om","sed/pom/mic","De","SS-De","Praxillella praetermissa"
"Praxillella praetermissa","2017","E4","Praxillella praetermissa",382,"Praxillella praetermissa","Praxillella praetermissa","POSE","0266","1560","SS","D","T","Om","sed/pom/mic","De","SS-De","Praxillella praetermissa"
"Praxillella praetermissa","1999","E3","Praxillella praetermissa",889,"Praxillella praetermissa","Praxillella praetermissa","POSE","0266","1560","SS","D","T","Om","sed/pom/mic","De","SS-De","Praxillella praetermissa"
"Priapulus caudatus","2014","E4","Priapulus caudatus",8,"Priapulus caudatus","Priapulus caudatus","PRIA","1158","0040","SS","M","B","Ca","mac","Pr","SS-Pr-mac","Priapulus caudatus"
"Priapulus caudatus","1999","B5","Priapulus caudatus",178,"Priapulus caudatus","Priapulus caudatus","PRIA","1158","0040","SS","M","B","Ca","mac","Pr","SS-Pr-mac","Priapulus caudatus"
"Priapulus caudatus","2017","A7","Priapulus caudatus",33,"Priapulus caudatus","Priapulus caudatus","PRIA","1158","0040","SS","M","B","Ca","mac","Pr","SS-Pr-mac","Priapulus caudatus"
"Priapulus caudatus","2016","B8","Priapulus caudatus",74,"Priapulus caudatus","Priapulus caudatus","PRIA","1158","0040","SS","M","B","Ca","mac","Pr","SS-Pr-mac","Priapulus caudatus"
"Priapulus caudatus","2014","B5","Priapulus caudatus",16,"Priapulus caudatus","Priapulus caudatus","PRIA","1158","0040","SS","M","B","Ca","mac","Pr","SS-Pr-mac","Priapulus caudatus"
"Priapulus caudatus","2017","B5","Priapulus caudatus",33,"Priapulus caudatus","Priapulus caudatus","PRIA","1158","0040","SS","M","B","Ca","mac","Pr","SS-Pr-mac","Priapulus caudatus"
"Priapulus caudatus","2016","C4","Priapulus caudatus",108,"Priapulus caudatus","Priapulus caudatus","PRIA","1158","0040","SS","M","B","Ca","mac","Pr","SS-Pr-mac","Priapulus caudatus"
"Priapulus caudatus","2015","B5","Priapulus caudatus",33,"Priapulus caudatus","Priapulus caudatus","PRIA","1158","0040","SS","M","B","Ca","mac","Pr","SS-Pr-mac","Priapulus caudatus"
"Priapulus caudatus","2014","E3","Priapulus caudatus",8,"Priapulus caudatus","Priapulus caudatus","PRIA","1158","0040","SS","M","B","Ca","mac","Pr","SS-Pr-mac","Priapulus caudatus"
"Priapulus caudatus","2017","E4","Priapulus caudatus",33,"Priapulus caudatus","Priapulus caudatus","PRIA","1158","0040","SS","M","B","Ca","mac","Pr","SS-Pr-mac","Priapulus caudatus"
