"final_taxon_name","Artal","stod","Flokkun","N","exact_taxon_name","matched_taxon_name","Major Group","Family code","Species code","Food Source","Motility","Habit","Om/Ca/He","Food size/type","FeedMode","Feeding guild","Cleaned Taxon name"
"Cossura longocirrata","2017","B5","Cossura longocirrata",134,"Cossura longocirrata","Cossura longocirrata","POSE","0254","0669","SR","M","F","Om","sed/pom/mic/dia","De","SR-De","Cossura longocirrata"
"Cossura longocirrata","2017","E3","Cossura longocirrata",33,"Cossura longocirrata","Cossura longocirrata","POSE","0254","0669","SR","M","F","Om","sed/pom/mic/dia","De","SR-De","Cossura longocirrata"
"Cossura longocirrata","1999","B8","Cossura longocirrata",1289,"Cossura longocirrata","Cossura longocirrata","POSE","0254","0669","SR","M","F","Om","sed/pom/mic/dia","De","SR-De","Cossura longocirrata"
"Cossura pygodactylata","2017","B5","Cossura pygodactylata",67,"Cossura pygodactylata","Cossura pygodactylata","POSE","0254","0660","SR","M","F","Om","sed/pom/mic/dia","De","SR-De","Cossura pygodactylata"
"Cossura pygodactylata","2017","E4","Cossura pygodactylata",200,"Cossura pygodactylata","Cossura pygodactylata","POSE","0254","0660","SR","M","F","Om","sed/pom/mic/dia","De","SR-De","Cossura pygodactylata"
"Crenella decussata","1999","B8","Crenella decussata",89,"Crenella decussata","Crenella decussata","MOBI","0404","0180","EP","D","A","Om","pom/phy/zoo","Su","EP-Su","Crenella decussata"
"Crenella decussata","1999","E3","Crenella decussata",44,"Crenella decussata","Crenella decussata","MOBI","0404","0180","EP","D","A","Om","pom/phy/zoo","Su","EP-Su","Crenella decussata"
"Crepidula nummaria","2016","B8","Parvicardium minimum",133,NA,"Crepidula nummaria","MOGA","0508","0024","EP","D","C","Om","pom/phy/zoo","Su","EP-Su","Crepidula nummaria"
"Dodecaceria concharum","2014","E4","Dodecaceria concharum",33,"Dodecaceria concharum","Dodecaceria concharum","POSE","0252","0701","EP","D","T","Om","phy","Su","EP-Su","Dodecaceria concharum"
"Dodecaceria concharum","1999","B5","Dodecaceria concharum",356,"Dodecaceria concharum","Dodecaceria concharum","POSE","0252","0701","EP","D","T","Om","phy","Su","EP-Su","Dodecaceria concharum"
"Dynamena operculata","2015","E3","Nereimyra punctata",33,NA,"Dynamena operculata","CNHY","0112","0047","EP","S","A","Ca","zoo","Su","EP-Pr-zoo","Dynamena operculata"
"Ennucula tenuis","2016","B8","Ennucula tenuis",200,"Ennucula tenuis","Ennucula tenuis","MOBI","0414","0220","SS","M","F","Om","sed/pom/mic","De","SS-De","Ennucula tenuis"
"Ennucula tenuis","2014","B5","Ennucula tenuis",8,"Ennucula tenuis","Ennucula tenuis","MOBI","0414","0220","SS","M","F","Om","sed/pom/mic","De","SS-De","Ennucula tenuis"
"Ennucula tenuis","1999","E4","Ennucula tenuis",44,"Ennucula tenuis","Ennucula tenuis","MOBI","0414","0220","SS","M","F","Om","sed/pom/mic","De","SS-De","Ennucula tenuis"
"Ennucula tenuis","2016","B5","Ennucula tenuis",266,"Ennucula tenuis","Ennucula tenuis","MOBI","0414","0220","SS","M","F","Om","sed/pom/mic","De","SS-De","Ennucula tenuis"
"Ennucula tenuis","2014","C4","Ennucula tenuis",17,"Ennucula tenuis","Ennucula tenuis","MOBI","0414","0220","SS","M","F","Om","sed/pom/mic","De","SS-De","Ennucula tenuis"
"Ennucula tenuis","2017","B5","Ennucula tenuis",33,"Ennucula tenuis","Ennucula tenuis","MOBI","0414","0220","SS","M","F","Om","sed/pom/mic","De","SS-De","Ennucula tenuis"
"Ennucula tenuis","2017","C4","Ennucula tenuis",33,"Ennucula tenuis","Ennucula tenuis","MOBI","0414","0220","SS","M","F","Om","sed/pom/mic","De","SS-De","Ennucula tenuis"
"Ennucula tenuis","2015","E3","Ennucula tenuis",33,"Ennucula tenuis","Ennucula tenuis","MOBI","0414","0220","SS","M","F","Om","sed/pom/mic","De","SS-De","Ennucula tenuis"
"Ennucula tenuis","1999","E3","Ennucula tenuis",222,"Ennucula tenuis","Ennucula tenuis","MOBI","0414","0220","SS","M","F","Om","sed/pom/mic","De","SS-De","Ennucula tenuis"
"Ennucula tenuis","1999","B8","Ennucula tenuis",1111,"Ennucula tenuis","Ennucula tenuis","MOBI","0414","0220","SS","M","F","Om","sed/pom/mic","De","SS-De","Ennucula tenuis"
"Ennucula tenuis","1999","A7","Ennucula tenuis",311,"Ennucula tenuis","Ennucula tenuis","MOBI","0414","0220","SS","M","F","Om","sed/pom/mic","De","SS-De","Ennucula tenuis"
"Ennucula tenuis","1999","C4","Ennucula tenuis",444,"Ennucula tenuis","Ennucula tenuis","MOBI","0414","0220","SS","M","F","Om","sed/pom/mic","De","SS-De","Ennucula tenuis"
"Ennucula tenuis","2015","B5","Ennucula tenuis",100,"Ennucula tenuis","Ennucula tenuis","MOBI","0414","0220","SS","M","F","Om","sed/pom/mic","De","SS-De","Ennucula tenuis"
"Ennucula tenuis","1999","B5","Ennucula tenuis",1422,"Ennucula tenuis","Ennucula tenuis","MOBI","0414","0220","SS","M","F","Om","sed/pom/mic","De","SS-De","Ennucula tenuis"
"Ennucula tenuis","2017","E3","Ennucula tenuis",33,"Ennucula tenuis","Ennucula tenuis","MOBI","0414","0220","SS","M","F","Om","sed/pom/mic","De","SS-De","Ennucula tenuis"
"Eteone longa complex","2017","A7","Eteone longa",67,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2013","E3","Eteone longa",109,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2015","B8","Eteone longa",50,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2013","B8","Eteone longa",67,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","1999","E4","Eteone longa",44,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2015","E3","Eteone longa",150,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2014","B8","Eteone longa",233,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2017","E3","Eteone longa",74,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2014","E4","Eteone longa",367,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2014","A7","Eteone longa",1099,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2015","B5","Eteone longa",82,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","1999","E3","Eteone longa",133,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2014","E3","Eteone longa",300,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2016","B8","Eteone longa",67,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2016","C4","Eteone longa",166,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","1999","B8","Eteone longa",89,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2014","B5","Eteone longa",566,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","1999","A7","Eteone longa",44,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2015","A7","Eteone longa",50,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2016","A7","Eteone longa",8,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2013","C4","Eteone longa",143,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2015","E4","Eteone longa",166,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2017","B5","Eteone longa",100,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2017","E4","Eteone longa",275,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2017","C4","Eteone longa",200,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2015","C4","Eteone longa",417,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2016","E4","Eteone longa",458,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2014","C4","Eteone longa",849,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eteone longa complex","2016","E3","Eteone longa",41,NA,"Eteone longa complex","POER","0214","0300","SR","M","F","Ca","mac","Pr/De","SR-Pr-mac","Eteone longa complex"
"Eunoe senta","2013","E3","Eunoe nodosa",50,NA,"Eunoe senta","POER","0220","0405","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Eunoe senta"
"Eunoe senta","2013","C4","Eunoe nodosa",83,NA,"Eunoe senta","POER","0220","0405","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Eunoe senta"
"Eunoe senta","2016","E4","Eunoe nodosa",100,NA,"Eunoe senta","POER","0220","0405","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Eunoe senta"
"Flabelligera affinis","2017","E3","Flabelligera affinis",33,"Flabelligera affinis","Flabelligera affinis","POSE","0260","0736","SR","D","F","Om","sed/pom/mic/dia","De","SR-De","Flabelligera affinis"
"Flabelligera affinis","2015","E3","Flabelligera affinis",8,"Flabelligera affinis","Flabelligera affinis","POSE","0260","0736","SR","D","F","Om","sed/pom/mic/dia","De","SR-De","Flabelligera affinis"
"Galathowenia oculata","2015","E4","Galathowenia oculata",8,"Galathowenia oculata","Galathowenia oculata","POSE","0274","0720","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Galathowenia oculata"
"Galathowenia oculata","2017","E4","Galathowenia oculata",33,"Galathowenia oculata","Galathowenia oculata","POSE","0274","0720","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Galathowenia oculata"
"Galathowenia oculata","2015","C4","Galathowenia oculata",8,"Galathowenia oculata","Galathowenia oculata","POSE","0274","0720","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Galathowenia oculata"
"Gattyana cirrosa","2016","E3","Gattyana cirrhosa",33,NA,"Gattyana cirrosa","POER","0220","0478","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Gattyana cirrosa"
"Glycera pacifica","2015","E3","Glycera capitata",8,NA,"Glycera pacifica","POER","0180","0490","SS","M","F","Ca","mac","Pr","SS-Pr-mac","Glycera pacifica"
"Harmothoe extenuata","2015","E3","Harmothoe extenuata",408,"Harmothoe extenuata","Harmothoe extenuata","POER","0220","0560","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Harmothoe extenuata"
"Harmothoe extenuata","2014","B5","Harmothoe extenuata",42,"Harmothoe extenuata","Harmothoe extenuata","POER","0220","0560","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Harmothoe extenuata"
"Harmothoe extenuata","2015","C4","Harmothoe extenuata",33,"Harmothoe extenuata","Harmothoe extenuata","POER","0220","0560","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Harmothoe extenuata"
"Harmothoe extenuata","2017","C4","Harmothoe extenuata",33,"Harmothoe extenuata","Harmothoe extenuata","POER","0220","0560","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Harmothoe extenuata"
"Harmothoe extenuata","2014","E3","Harmothoe extenuata",975,"Harmothoe extenuata","Harmothoe extenuata","POER","0220","0560","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Harmothoe extenuata"
"Harmothoe extenuata","2014","C4","Harmothoe extenuata",117,"Harmothoe extenuata","Harmothoe extenuata","POER","0220","0560","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Harmothoe extenuata"
"Harmothoe extenuata","2013","E3","Harmothoe extenuata",208,"Harmothoe extenuata","Harmothoe extenuata","POER","0220","0560","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Harmothoe extenuata"
"Harmothoe extenuata","2017","E4","Harmothoe extenuata",133,"Harmothoe extenuata","Harmothoe extenuata","POER","0220","0560","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Harmothoe extenuata"
"Harmothoe extenuata","2014","E4","Harmothoe extenuata",92,"Harmothoe extenuata","Harmothoe extenuata","POER","0220","0560","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Harmothoe extenuata"
"Harmothoe extenuata","2017","E3","Harmothoe extenuata",218,"Harmothoe extenuata","Harmothoe extenuata","POER","0220","0560","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Harmothoe extenuata"
"Harmothoe extenuata","2015","E4","Harmothoe extenuata",74,"Harmothoe extenuata","Harmothoe extenuata","POER","0220","0560","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Harmothoe extenuata"
"Harmothoe extenuata","2017","A7","Harmothoe extenuata",66,"Harmothoe extenuata","Harmothoe extenuata","POER","0220","0560","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Harmothoe extenuata"
"Harmothoe extenuata","2013","C4","Harmothoe extenuata",201,"Harmothoe extenuata","Harmothoe extenuata","POER","0220","0560","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Harmothoe extenuata"
"Harmothoe imbricata","2016","E4","Harmothoe imbricata",41,"Harmothoe imbricata","Harmothoe imbricata","POER","0220","0585","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Harmothoe imbricata"
"Harmothoe imbricata","2013","C4","Harmothoe imbricata",8,"Harmothoe imbricata","Harmothoe imbricata","POER","0220","0585","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Harmothoe imbricata"
"Henricia sanguinolenta","2016","C4","Cistenides granulata",67,NA,"Henricia sanguinolenta","ECAS","1034","0009","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Henricia sanguinolenta"
"Heteromastus filiformis","2017","E3","Mediomastus filiformis",33,NA,"Heteromastus filiformis","POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","2016","C4","Heteromastus filiformis",134,"Heteromastus filiformis","Heteromastus filiformis","POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","2016","E4","Heteromastus filiformis",366,"Heteromastus filiformis","Heteromastus filiformis","POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","1999","E4","Heteromastus filiformis",44,"Heteromastus filiformis","Heteromastus filiformis","POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","2017","E3","Heteromastus filiformis",33,"Heteromastus filiformis","Heteromastus filiformis","POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","1999","E3","Mediomastus filiformis",444,NA,"Heteromastus filiformis","POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","2016","E3","Heteromastus filiformis",267,"Heteromastus filiformis","Heteromastus filiformis","POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","2016","B8","Heteromastus filiformis",641,"Heteromastus filiformis","Heteromastus filiformis","POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","2016","A7","Heteromastus filiformis",925,"Heteromastus filiformis","Heteromastus filiformis","POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","1999","E3","Heteromastus filiformis",444,"Heteromastus filiformis","Heteromastus filiformis","POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Heteromastus filiformis","2016","B5","Heteromastus filiformis",367,"Heteromastus filiformis","Heteromastus filiformis","POSE","0248","0740","SS","D","F","Om","sed/pom/mic","De","SS-De","Heteromastus filiformis"
"Hiatella arctica","2016","E3","Hiatella arctica",33,"Hiatella arctica","Hiatella arctica","MOBI","0378","0260","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Hiatella arctica"
"Hiatella arctica","2015","E3","Hiatella arctica",150,"Hiatella arctica","Hiatella arctica","MOBI","0378","0260","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Hiatella arctica"
"Hiatella arctica","2017","E4","Hiatella arctica",133,"Hiatella arctica","Hiatella arctica","MOBI","0378","0260","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Hiatella arctica"
"Hiatella arctica","2016","E4","Hiatella arctica",33,"Hiatella arctica","Hiatella arctica","MOBI","0378","0260","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Hiatella arctica"
"Hiatella arctica","2014","E3","Hiatella arctica",142,"Hiatella arctica","Hiatella arctica","MOBI","0378","0260","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Hiatella arctica"
"Hiatella arctica","2017","E3","Hiatella arctica",41,"Hiatella arctica","Hiatella arctica","MOBI","0378","0260","EP","D","F","Om","pom/phy/zoo","Su","EP-Su","Hiatella arctica"
"Kurtziella crebricostata","2016","C4","Kurtiella bidentata",100,NA,"Kurtziella crebricostata","MOGA","0518","0301","SR","M","F","Ca","mac","Pr","SR-Pr-mac","Kurtziella crebricostata"
"Lanassa venusta","1999","E3","Lanassa venusta",267,"Lanassa venusta","Lanassa venusta","POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","2015","B5","Lanassa venusta",167,"Lanassa venusta","Lanassa venusta","POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","2014","E3","Lanassa venusta",100,"Lanassa venusta","Lanassa venusta","POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","2017","E4","Lanassa venusta",33,"Lanassa venusta","Lanassa venusta","POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","2017","B5","Lanassa venusta",67,"Lanassa venusta","Lanassa venusta","POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","1999","B5","Lanassa venusta",178,"Lanassa venusta","Lanassa venusta","POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","2014","B5","Lanassa venusta",8,"Lanassa venusta","Lanassa venusta","POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","2017","E3","Lanassa venusta",166,"Lanassa venusta","Lanassa venusta","POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","2016","B8","Lanassa venusta",33,"Lanassa venusta","Lanassa venusta","POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","1999","C4","Lanassa venusta",44,"Lanassa venusta","Lanassa venusta","POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","1999","B8","Lanassa venusta",89,"Lanassa venusta","Lanassa venusta","POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","1999","A7","Lanassa venusta",133,"Lanassa venusta","Lanassa venusta","POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Lanassa venusta","2015","E3","Lanassa venusta",17,"Lanassa venusta","Lanassa venusta","POSE","0314","0778","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Lanassa venusta"
"Laphania boecki","1999","E4","Laphania boecki",44,"Laphania boecki","Laphania boecki","POSE","0314","0814","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Laphania boecki"
"Laphania boecki","1999","E3","Laphania boecki",44,"Laphania boecki","Laphania boecki","POSE","0314","0814","SR","D","T","Om","sed/pom/mic/dia","De","SR-De","Laphania boecki"
"Levinsenia gracilis","1999","E3","Levinsenia gracilis",2489,"Levinsenia gracilis","Levinsenia gracilis","POSE","0276","0850","SR","D","B","Om","sed/pom/mic/dia","De","SR-De","Levinsenia gracilis"
"Levinsenia gracilis","1999","E4","Levinsenia gracilis",89,"Levinsenia gracilis","Levinsenia gracilis","POSE","0276","0850","SR","D","B","Om","sed/pom/mic/dia","De","SR-De","Levinsenia gracilis"
"Levinsenia gracilis","2016","B5","Levinsenia gracilis",33,"Levinsenia gracilis","Levinsenia gracilis","POSE","0276","0850","SR","D","B","Om","sed/pom/mic/dia","De","SR-De","Levinsenia gracilis"
"Levinsenia gracilis","2016","E4","Levinsenia gracilis",33,"Levinsenia gracilis","Levinsenia gracilis","POSE","0276","0850","SR","D","B","Om","sed/pom/mic/dia","De","SR-De","Levinsenia gracilis"
"Levinsenia gracilis","2013","E3","Levinsenia gracilis",8,"Levinsenia gracilis","Levinsenia gracilis","POSE","0276","0850","SR","D","B","Om","sed/pom/mic/dia","De","SR-De","Levinsenia gracilis"
"Macoma calcarea","2014","B5","Macoma calcarea",8,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","1999","E4","Macoma calcarea",311,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","2015","C4","Macoma calcarea",1217,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","2015","E3","Macoma calcarea",733,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","1999","B8","Macoma calcarea",133,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","1999","E3","Macoma calcarea",1067,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","1999","B5","Macoma calcarea",444,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","2017","B8","Macoma calcarea",1034,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","2016","A7","Macoma calcarea",341,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","2016","E3","Macoma calcarea",533,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","2017","A7","Macoma calcarea",191,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","2014","E3","Macoma calcarea",200,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","2017","B5","Macoma calcarea",1009,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","2015","B8","Macoma calcarea",501,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","2016","B5","Macoma calcarea",584,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","2017","E3","Macoma calcarea",275,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","2016","C4","Macoma calcarea",1367,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","2016","B8","Macoma calcarea",1133,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","2017","C4","Macoma calcarea",1117,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","2015","B5","Macoma calcarea",1100,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","2017","E4","Macoma calcarea",592,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","2014","C4","Macoma calcarea",217,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","1999","C4","Macoma calcarea",311,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","2015","E4","Macoma calcarea",541,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","2016","E4","Macoma calcarea",651,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
"Macoma calcarea","2015","A7","Macoma calcarea",367,"Macoma calcarea","Macoma calcarea","MOBI","0456","0520","SR","D","F","Om","sed/pom/mic","De/Su","SR-De","Macoma calcarea"
